date,persons,record_time,shownotes,title
Dec 04-2017,"['higepon', 'miyagawa']",1:56:20,"['M-1グランプリ 公式サイト', 'Apple’s High Sierra root login bug might have been discovered weeks ago', 'Why blank root login works', 'Apple Developer Forums post', 'ZOZOSUIT', 'ZOZO SUIT 後の世界に起こること - 副作用編 - Higepon’s blog', 'An iOS 11 bug might crash your iPhone on December 2nd', 'ktakayama/NotificationCrash', 'Twitter kicks Android app users out for five hours due to 2015 date bug', 'Amazon SageMaker', 'Amazon S3 Select Is Now Available in Preview', 'Project Jupyter', 'Nike+ Run Club', 'AirPods - Apple', 'SoundSport Free: True Wireless Earbuds | Bose', 'The Headphone - Bragi', 'Liberty Series – Zolo Audio', 'Bluetooth イヤホン ワイヤレスイヤホン X3T | TAROME', 'ZOLO by Anker Liberty Total-Wireless Earphones', 'English Version Huami Amazfit Smartwatch', 'Amazon | Echo - スマートスピーカー', 'Google Home Mini', 'Google Homeで「ピカチュウ」と会話', 'Flic - Smart Bluetooth Button', 'メルカリNOW', 'EmacsWiki: Anything', '『ペルソナ５』サウンドインタビュー']",196: Fashionable Udon (higepon)
Dec 18-2017,"['hak', 'miyagawa']",1:42:23,"['Intel to Create new 8th Generation CPUs with AMD Radeon Graphics', 'AMD Ryzen™ | AMD', 'Larrabee (microarchitecture)', 'Rasterization on Larrabee | Intel® Software', 'Raja Koduri Joins Intel as Chief Architect to Drive Vision across Cores, Visual Computing', 'Snapdragon 845 Mobile Platform | Qualcomm', 'Snapdragon 845 could introduce the next generation of Windows 10 on ARM', 'Don’t buy the first-gen Qualcomm-powered Windows 10 laptops', 'GPU Technology Conference 2018', 'Machine Learning Developer Meetup Tokyo', 'The Case for Learned Index Structures', 'ある時Jeff Deanは休暇でギリシャに出かけた', 'AlphaGo Zero: Learning from scratch | DeepMind', ""DeepMind's AlphaZero AI clobbered rival chess app on non-level playing, er, board"", 'Rebuild: 134: Everything Becomes N (N, hak)', 'AlphaGo', 'iMac Pro - Apple', 'MKBHD: iMac Pro: 1 Week Impressions!', ""iMac Pro Features Apple's Custom T2 Chip With Secure Boot Capabilities"", 'niw/HapticKey', 'Apple TV 4K - Apple', ""tvOS 11.2 fixes Apple TV 4K's biggest problem"", 'Amazon Prime Video comes to Apple TV, finally', 'Daring Fireball: Amazon Prime Video Arrives on Apple TV', 'Apple TV Markup Language Reference: About TVML', 'TVer', 'Amazon Fire TV', 'Google and Amazon are in “productive” talks to keep YouTube on Fire TV', 'F.C.C. Repeals Net Neutrality Rules', 'Pro-Neutrality, Anti-Title II', 'The FCC OKs Zero-Rating—But Net Neutrality Pays the Price', 'いまさら聞けない「ゼロレーティング」入門', 'Major League Baseball blackout policy']",197: Intel Inside (hak)
Dec 22-2017,"['hak', 'miyagawa']",39:56,"['Apple has finally turned on its podcast analytics feature', 'Star Wars: The Last Jedi (2017)', 'ハヤカワ文庫SF', '紙の動物園 (新☆ハヤカワ・SF・シリーズ) | ケン リュウ', 'ハイ・ライズ (創元ＳＦ文庫) | Ｊ・Ｇ・バラード', 'High-Rise (2015)', 'Beautiful Dreamer / Science Fiction', 'がっこうぐらし！', ""Fan-Made 'ZVP: Zatoichi vs Predator' Short Film"", '重版出来！', 'どうぶつの森 ポケットキャンプ', 'Animal Crossing: Pocket Camp impressions', 'SINoALICE ーシノアリスー | SQUARE ENIX', '「アメイジング塊魂」がiOS/Android向けに配信中', 'Rez Infinite is out for Android']",Aftershow 197: Peer Pressure Gaming (hak)
Jan 06-2018,"['drikin', 'miyagawa']",3:01:13,"['Koh Aoki - YouTube', 'Strict-Transport-Security', 'Application Cache', 'Meltdown and Spectre', 'Kernel-memory-leaking Intel processor design flaw forces Linux, Windows redesign', 'Google Online Security Blog', 'Impact of the patch for the Intel bug on my AWS EC2 instances #KPTI', ""Apple has already partially implemented fix in macOS for 'KPTI' Intel CPU security flaw"", 'Mitigations landing for new class of timing attack | Mozilla Security Blog', 'What is timing attack?', 'Apple issues apology for slowing old iPhones down', ""How to Get Your iPhone's Battery Replaced at Apple Store"", 'Razer Phone', 'How to use notification channels on Android Oreo', 'Razer Gaming Keyboards', 'Kinesis Corporation » Ergonomic keyboards and accessories', 'NVIDIAが規約変更によりGeForceのデータセンター利用を制限', 'TensorFlow Framework & GPU Acceleration | NVIDIA Data Center', 'EMV Liability Shift', 'What we need from Apple to make standalone Apple Watch podcast apps', '緊急特番：拉致覚悟で出かけていったドリキンを待っていたものは？！ – backspace.fm', '勝間和代が徹底的にマニアックな話をアップするブログ', 'Black Mirror', 'キン肉マン 61', '「僕だけがいない街」Netflixで3度目の映像化']",198: Gaming Hogehoge (drikin)
Jan 23-2018,"['rui314', 'miyagawa']",2:33:56,"['Government shutdown 2018', 'Rebuild: 198: Gaming Hogehoge (drikin)', 'Meltdown and Spectre', 'How the industry-breaking Spectre bug stayed secret for seven months', 'コンピュータセキュリティと様々なサイドチャネル攻撃｜Rui Ueyama', 'Amazon: Intel Meltdown patch will slow down your AWS EC2 server', ""Google claims its Spectre patch results in 'no degradation' to system performance"", 'Skyfall and Solace vulnerabilities', 'Intel CES 2018 keynote: behind the scenes exclusive', 'Mitigations landing for new class of timing attack | Mozilla Security Blog', 'IPhone’s Rolling Shutter Captures Amazing ‘Slo-Mo’ Guitar String Vibrations', 'Hash DoS Attack', 'perl5180delta', 'Rebuild Search', 'Google Cloud Speech API', 'Rebuild: Supporter', 'Gboard 6.7 beta adds Chinese, Japanese support', 'Chromecast and Google Homes reportedly overloading home Wi-Fi', 'DNS-over-HTTPS', 'NeverSSL - helping you get online', 'badssl.com', 'Heroku Postgres', 'Google App Engine', '.fm TLD', 'Chrome 63 forces .dev domains to HTTPS via preloaded HSTS', 'Marques Brownlee (MKBHD)', 'Google CEO Sundar Pichai says he does not regret firing James Damore', 'Light | Camera', 'Lytro', ""Google Photos will limit Pixel 2 users' uploads after 2020"", 'Amazon Echo Spot', 'Alexa, go ahead and hand over recordings in murder case', 'Black Mirror', 'フィリップ・K・ディックのエレクトリック・ドリームズ', 'Turing Complete FM']",199: The End of an Era (rui314)
Jan 28-2018,"['hak', 'miyagawa']",1:31:31,"['Rebuild - レッドブルで検索', 'Rebuild: Hak Matsuda (hak)', 'インフルエンザ流行レベルマップ', 'CES 2018 News - The Verge', 'Best TVs of CES 2018: Sony, Panasonic, LG and more', 'NVIDIA CEO Keynote From CES 2018', 'AMD Raven Ridge desktop APU', 'ハイプ曲線', 'HTC VIVE Pro', 'Oculus Go', 'Lenovo Daydream headset', 'This 65-inch OLED TV rolls up like a giant newspaper', 'This $16,000 robot uses AI to sort and fold laundry', 'Netflix Altered Carbon', 'AMD hires former Nvidia Tegra exec to run its graphics chip division', 'Google hires former Xbox, PlayStation exec Phil Harrison', 'Why I left Google to join Grab – Steve Yegge', ""Stevey's Google Platforms Rant"", 'TOKYO - try! Swift Conference ★', 'Nintendo Labo | Nintendo Switch', 'A Nintendo Switch emulator for PC is in the works', 'Turing Complete FM: 2. Nintendo Switchのエミュレータの開発', ""iOS 11.3 Will Allow iPhone Users to View Battery Health and Disable Apple's Power Management"", 'Apple Has (Partly) Lifted the NDA for Beta Releases', 'ARKit 1.5 Now Available', 'Apple Plans Combined iPhone, iPad & Mac Apps to Create One User Experience', 'UXKit and why ""UIKit for macOS"" is important', 'コインチェック580億円流出は「わずか5分」の犯行と判明', 'Stripe: Ending Bitcoin support']",200: Leather Jacket King (hak)
Jan 31-2018,"['hak', 'miyagawa']",49:51,"['Netflix: Devilman Crybaby', 'Devilman Crybaby is Netflix’s horniest, most shockingly violent show yet', 'Netflix: Godzilla 怪獣惑星', 'ポプテピピック', 'ウゴウゴルーガ', 'A.I.Channel - YouTube', 'OpenPose', '伊達杏子', 'バーチャル狐娘Youtuberおじさん。はじまります。', 'Kizuna AI says ""F**k You""', 'VRChat', '3Dスキャンした実写アバターで「VRオフ会」する猛者が登場', 'Plex VR', 'Peing', 'What is Sarahah and should parents be worried?', 'Ursula K. Le Guin, Acclaimed for Her Fantasy Fiction, Is Dead at 88', 'Amazon | Kindle Oasis', '白熱光 | グレッグ イーガン', 'ディアスポラ | グレッグ イーガン']",Aftershow 200: The Singularity Is Near (hak)
Feb 13-2018,"['kosamari', 'miyagawa']",2:10:36,"['OneSignal - Multi-platform Push Notification Service', 'Jed Schmidt on Twitter: ""headed to meet the legendary @miyagawa in a few""', 'BrooklynJS', 'John Resig - JavaScript Programming', 'Khan Academy', 'John Resig - search.cpan.org', 'ECMAScript 5 Strict Mode, JSON, and More', 'Chromium Blog: A secure web is here to stay', 'Chrome will mark all HTTP sites as ‘not secure’ starting in July', 'Yahoo! JAPANサービスは常時SSL（AOSSL）に対応します', ""Let's Encrypt - Free SSL/TLS Certificates"", 'Issue with TLS-SNI-01 and Shared Hosting Infrastructure', 'Dave Winer on HTTPS', 'People sometimes wonder why the @googlechrome team pushes HTTPS so hard', 'EV Cert is Broken', 'TC39 - ECMAScript', 'Automatic Semicolon Insertion', 'Editorial: Add Automatic Semicolon Insertion hazard clause', 'Brendan Eich', 'JavaScript Standard Style', 'semistandard', 'Kebab Case', 'Flag Symbols', 'ドコモの絵文字、MoMAに収蔵', 'ユニコード戦記 ─文字符号の国際標準化バトル | 小林龍生', 'Han unification', 'UTS #37: Unicode Ideographic Variation Database', 'Inside Frontend', ""O'Reilly Velocity"", 'Glimmer', '超速! Webページ速度改善ガイド', 'Stimulus: A modest JavaScript framework for the HTML you already have.', 'YouTube for Apple TV overhauled with cross-platform design', 'Safari Technology Preview 46 brings Service Workers to Apple’s browser', 'Podcasting Guide 2017 – Tatsuhiko Miyagawa’s Blog']",201: Backend Inside Frontend (kosamari)
Feb 19-2018,"['yuka', 'miyagawa']",2:27:54,"['backspace.fm', 'blossomlink by Yuka', 'Rebuild: 168: You Would Drive Your Car with D-Pad (Mami, Michael)', 'Something is wrong on the internet – James Bridle', 'Logan Paul learned nothing', 'The FTC’s Endorsement Guides', 'Patreon', 'Gumroad', 'Rebuild: Supporter', 'Fake porn is the new fake news, and the internet isn’t ready', 'Black Mirror: Be Right Back', 'Slack is the opposite of organizational memory', ""Don't ask to ask, just ask"", 'Japanese style email', 'Jira', 'Rebuild: 188: Two-Phase Commit (fumiakiy)', 'Labor Board Rules Google’s Firing of James Damore Was Legal', 'How Diversity Makes Us Smarter - Scientific American', 'So, about this Googler’s manifesto', 'Fastly engineers discuss their experience with coding bootcamps', 'Formula 1 and FIA in new Grid Kids partnership', 'Booth Babes Don’t Work', 'Kimono | H&M US', ""Podcast Listeners Really Are the Holy Grail Advertisers Hoped They'd Be"", 'Podcasts - The New York Times', 'Pop Culture Podcast Strong Opinions Loosely Held']",202: AI versus AI (yuka)
Mar 15-2018,"['higepon', 'miyagawa']",1:43:41,"['YAPC::Okinawa 2018 ONNASON', 'Bay To Breakers', 'Why I Quit Google to Work for Myself', 'Error Budget', 'Colaboratory', 'Python — Homebrew', 'Ruby25', '映画ドラえもん のび太の宝島', 'ドラえもん物語 ～藤子・F・不二雄先生の背中～ | むぎわらしんたろう', '【ちゃぶ台アフロ】スカイリム編 第1回【The Elder Scrolls V: Skyrim®】']",203: Automation Can Be Dangerous (higepon)
Apr 03-2018,"['hak', 'miyagawa']",1:58:11,"['Game Developers Conference | GDC', ""Microsoft's DirectX Raytracing paves the way for lifelike gaming, the graphics holy grail"", 'Introduction to NVIDIA RTX and DirectX Raytracing', 'Unreal Engine 4 Supports Microsoft’s DirectX Raytracing and NVIDIA RTX', 'NieR Automata', ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'スマホ版バトロワ！｜荒野行動', 'AI & Deep Learning Conference | GTC 2018 | NVIDIA', 'Uber pedestrian accident: Tempe police release video', 'An Update on Last Week’s Accident | Tesla', 'Big Volta Comes to Quadro: NVIDIA Announces Quadro GV100', 'Apple Events - Keynote March 2018', 'How Apple Lost Its Place in the Classroom', 'The first Chrome OS tablet is here', 'Get Android P | Android Developers', 'Google I/O 2018', 'Microsoft Build 2018 Developer Conference', ""Microsoft's Windows head to leave company amid reorganization"", 'Flutter - Beautiful native apps in record time', 'Skia Graphics Library', 'AMD Acknowledges Vulnerabilities, Will Roll Out Patches In Coming Week', 'Trump Blocks Broadcom’s Bid for Qualcomm', 'Foxconn buys Belkin, Linksys, and Wemo - The Verge', 'TP-Linkの無線LANルーターなどで高頻度でNTPサーバーにリクエストを投げる設定が発覚', 'How Cambridge Analytica’s Facebook targeting model really worked', 'Facebook has been collecting call history and SMS data from Android devices', 'Facebook Container Extension: Take control of how you’re being tracked', 'How GDPR Will Change The Way You Develop', 'US proposes reviewing social media of nearly everyone seeking entry', 'Rebuild episode length (minutes) in trend']",204: Gateway Drugs for Children (hak)
Apr 07-2018,"['hak', 'miyagawa']",35:21,"['Fitbit Versa™ Smartwatch', 'Netflix', 'Peter Hoar', 'The Shape of Water', 'Pacific Rim Uprising', 'Netflix', '漂流教室 | 楳図かずお', '我らコンタクティ | 森田るい', 'このマンガがすごい！WEB', 'Is Elon Musk even allowed to send his car to deep space?', '惑星９の休日 | 町田洋', 'ゆるキャン△', 'Ready Player One']",Aftershow 204: Laid-Back Camp Hard Mode (hak)
Apr 15-2018,"['N', 'miyagawa']",1:47:13,"['Google I/O 2018', 'Everything we know so far about the shooting at YouTube’s headquarters', 'Gunman threatens San Francisco police, others in 20-page manifesto', 'Emma González', 'Trump Adds Cautious Support to Changes to Background Checks for Gun Buyers', 'New YouTube Kids app will use human curators to protect kiddo', 'Within Facebook, a Sense of Relief Over the Zuckerberg Hearings', 'Mark Zuckerberg doesn’t know how Facebook works', 'How to Delete Tweets Automatically After a Set Time Limit', 'EU GDPR', ""Can Facebook really apply the EU's data-privacy rules worldwide?"", '政府、海賊版サイト遮断促す\u3000「漫画村」「Anitube」「MioMio」名指し」', 'DNS-over-HTTPS', 'アマゾン読み放題､勝手に｢20社削除｣の衝撃', 'Turing Complete FM', 'Misreading Chat – Nonsensical CS Paper Talk by Morrita and Mukai', '名人戦：羽生、反撃決め先勝\u3000史上２人目の１４００勝', '藤井聡太六段が羽生善治竜王を破って史上最年少優勝。朝日杯準決勝', 'Atypical', 'The End of the F***king world', 'Master of None', 'B: The Beginning', 'Devilman Crybaby is Netflix’s horniest, most shockingly violent show yet', 'Olympic Ratings, Boosted by Streaming, Barely Stumbled in Pyeongchang', 'Rick and Morty', 'Comedian in Cars Getting Coffee', 'Rickey Gervais Humanity', 'Rebuild: 92: Break Things Three Times (kansai_takako)']",205: Going Postal (N)
May 08-2018,"['omo', 'miyagawa']",2:05:05,"['Perl Toolchain Summit 2018 – Tatsuhiko Miyagawa’s Blog', 'Essential Admits the Essential Phone Has a Bad Camera', 'Misreading Chat – Nonsensical CS Paper Talk by Morrita and Mukai', 'Anchor', 'Jeff Bezos makes Amazon execs read 6-page memos in meetings', 'ErgoDox EZ: An Incredible Mechanical Ergonomic Keyboard ★', 'Community Blog - 握力王 vs 日本男児 ヘルシーすぎるプログラマ対談', 'Tesla Autopilot Chief Jim Keller Leaves for Job at Intel', 'Computer Architecture, Sixth Edition', 'XLA Overview TensorFlow', 'Tensor Comprehensions', 'Swift for TensorFlow project home page', 'The Julia Language', 'PyTorch', 'Why Swift For TensorFlow', 'KotlinConf 2017 - My Life as a Tech Transfer Monad by Erik Meijer', '巨象も踊る', 'Papers We Love', '10 Key Points of Ruby Development']",206: Make Ruby Differentiable (omo)
May 13-2018,"['kansai_takako', 'miyagawa']",2:12:55,"['サンワサプライ USBヘッドセット MMZ-HSUSB10SV', 'RescueTime', 'Asana', 'Google I/O 2018: How Google’s Duplex Demo Stole the Show', 'Facebook is shutting down M, its personal assistant service', 'Google AI Blog: Google Duplex', 'Android Beta Program', ""Swiping high up on Android P's home button opens the app drawer"", 'GDPR - A Practical Guide For Developers', 'Unroll.me to close to EU users saying it can’t comply with GDPR', 'GDPR, Ragnarok Online and Decision Analysis', 'わが国におけるオープンAPI議論のあり方', 'Fastly eases GDPR compliance for our customers', ""Facebook explains how it will comply with the EU's GDPR"", '「漫画村」へのアクセス遮断を実施へ\u3000NTTグループ3社が発表', 'Cafe X: Robotic Coffeebars in San Francisco', 'Oculus Go', 'けもみみおーこく国営放送', 'Rebuild: Aftershow 200: The Singularity Is Near (hak)', 'ベストプレープロ野球', 'MiSTEL BAROCCO MD600', 'レノボ・ジャパン ThinkPad トラックポイント・キーボード', 'レディ・プレイヤー1', 'バーフバリ\u3000王の凱旋', '我らコンタクティ', '彼方のアストラ - 篠原健太 | 少年ジャンプ＋', 'ピッコマ', 'AIの遺電子 RED QUEEN', '近未来SFマンガ「AIの遺電子 RED QUEEN」\u3000別冊少年チャンピオンで連載開始', '王様達のヴァイキング', '「SHIROBAKO」劇場アニメ化が決定', 'おっさんずラブ', 'ゆるキャン△', '銀河英雄伝説 Die Neue These']",207: API Calls Over The Phone (kansai_takako)
May 21-2018,"['higepon', 'miyagawa']",1:41:18,"['Lessons Learned Reproducing a Deep Reinforcement Learning Paper', 'FloydHub - Deep Learning Platform', 'Amazon SageMaker on AWS', '第9回\u3000ログのすすめ：継続は力なり―大器晩成エンジニアを目指して', 'Asana', 'Google Tasks', 'Notion – The all-in-one workspace for your notes, tasks, wikis, and databases.', 'TaskPaper – Plain text to-do lists for Mac', 'Go Experiences | Oculus', 'Face Your Fears | Oculus', 'Virtual Virtual Reality | Oculus', 'Android P Beta Devices', '世界一シンプルで科学的に証明された究極の食事 | 津川 友介']",208: Oculus Go On The Go (higepon)
May 29-2018,"['typester', 'miyagawa']",2:12:13,"['Nature', 'Philips Hue', 'Emulated Hue Bridge - Home Assistant', 'Instapaper is temporarily shutting off access for European users due to GDPR', 'Rebuild: 207: API Calls Over The Phone (kansai_takako)', 'US government weighs in on GDPR-Whois debacle', 'Do more with Google Wifi - IFTTT', 'IFTTT Platform', 'Amazon explains how Alexa recorded a private conversation and sent it to another user', ""Google Assistant's Pretty Please helps your kids mind their manners"", 'Fitbit Versa™ Smartwatch', 'Pebble 2', 'Fitbit SDK', 'Xiaomi Amazfit Bip', 'Keep your app visible on Wear', 'Amazon Fire TV', 'DAZN (ダゾーン)', '新幹線変形ロボ シンカリオン', 'Arch Linux', 'systemd - ArchWiki', 'SpaceStationAR', 'Live_ISS_Stream', 'Spaceflight Now', 'hellomayuko - YouTube']",209: Google Spreadsheet State Machine (typester)
Jun 10-2018,"['hak', 'miyagawa']",2:24:36,"['Apple Events - WWDC Keynote, June 2018', 'iOS 12 Preview', 'Android Jetpack', 'What is USDZ?', 'FBX | Autodesk', 'ARCore Overview', 'Siri Shortcuts FAQ', 'Apple has acquired Workflow', 'Android For Employees', 'iOS 12 introduces new features to reduce interruptions and manage Screen Time', 'Apple’s Memoji lets you create an Animoji of yourself', 'Designing Web Content for watchOS', ""What's New in TVMLKit - WWDC 2018"", 'OpenGL, OpenCL deprecated in favor of Metal 2 in macOS 10.14 Mojave', 'KhronosGroup/MoltenVK: Bringing Vulkan to iOS and macOS', 'eGPUでMacBook Proが変わる！4K動画編集も快適なGIGABYTEのRX580 Gaming Box', 'Apple gives a sneak peek at multi-year project to bring UIKit iOS apps to the Mac', ""Marzipan is wild. It's running the UIKit apps with XPC & remote rendering"", 'Platforms State of the Union - WWDC 2018', 'AMD unveils Threadripper 2: Up to 32 cores, 64 threads', 'AMD Demos 7nm Vega GPU', 'Android P Beta 2 and final APIs', 'Accessories & Parts | Oculus Go', 'ustwo Games', 'The Very Real reason LG built Google the sharpest OLED display ever', 'Apple acquired augmented reality headset startup Vrvana for $30M', 'Hugo Barra joins Facebook to lead its VR efforts, including Oculus']",210: The VR Era (hak)
Jun 14-2018,"['hak', 'miyagawa']",37:21,"['ダンジョンメーカー', 'Indie Game Fest', 'NieR: Automata', 'Horizon Zero Dawn', 'Fallout 76 | Our Future Begins', 'Detroit: Become Human', 'シュタインズ・ゲート ゼロ', 'Westworld', 'Annihilation', '諸星 大二郎', '彼方のアストラ', 'ゲンロン8 ゲームの時代', 'Ghost of Tsushima']",Aftershow 210: Don't Install This Game (hak)
Jun 19-2018,"['mayuko', 'miyagawa']",2:11:49,"['mayuko - YouTube', 'a day in the life of a software engineer - YouTube', 'Patreon', 'Zoom', 'Intuit', 'PayPal Mafia', ""O'Reilly Velocity"", ""It's not quite a Mac mini, but it's my server"", 'Apple releases four new ads praising the Mac', ""iPhone, iPad, Mac Buyer's Guide: Know When to Buy"", 'Daring Fireball: The Talk Show', 'Daring Fireball: Markdown', 'Dropbox Paper', 'Hello, GitHub | @natfriedman', 'Electric scooters: San Francisco orders them off sidewalks and streets', 'Lime', 'Bird', 'WWDC 2018 — The Developer Migration — Apple', 'Jen Simmons: ""I can\'t get past the opening video.""', 'WWDC 2018 — Source Code — Apple', 'Rebuild: 202: AI versus AI (yuka)', 'VidCon US']",211: Too Real To Be Funny (mayuko)
Jun 27-2018,"['kosamari', 'miyagawa']",2:26:59,"['JSConf EU 2018', 'Eyeo Festival', '25 de Abril Bridge', 'User-Agent 家系図', 'SafariのUA文字列が固定されて固定されなくなったおはなし', 'Twitter ‘smytes’ customers', '10 Things I Regret About Node.js - Ryan Dahl - JSConf EU 2018', 'ry/deno: A secure TypeScript runtime on V8', 'propelml/propel: Differential Programming in JavaScript.', 'TensorFlow.js', 'Rollup', 'Computer, build me an app - Rich Harris - JSConf EU 2018', 'Svelte • The magical disappearing UI framework', 'webpack', 'To push, or not to push?! - The future of HTTP/2 server push - Patrick Hamann - JSConf EU 2018', 'Rebuild: 154: Chinese Menu Selection (kazuho)', 'Towards ever faster websites with early hints and priority hints', 'HTTP2 Early Hints', ""Living on the Edge with Fastly's Tyler McMullen"", 'スラスラ読める JavaScriptふりがなプログラミング', 'Rebuild.fmの宮川氏がRubyまつもと氏に聞いた、Ruby開発の10の論点', 'SmooshGate FAQ', 'Summary for the 64th meeting of Ecma TC39', 'Open source sustainability', 'Between the Wires: An interview with Vue.js creator Evan You', 'OpenCollective', 'The Varnish Moral License — PHKs Bikeshed', '矢文案件', 'Gratipay', 'Pointer Events', 'Coinhive設置で家宅捜索受けたデザイナー、経緯をブログ公開', 'Using Web Workers', '警察庁\u3000サイバー犯罪対策', 'Government Digital Service', 'The HTTPS-Only Standard', 'JSConf US 2018']",212: Max Speed Tetris (kosamari)
Jul 06-2018,"['N', 'miyagawa']",3:07:16,"['YouTube TV', 'Hulu Live TV', 'Los Gatos California | Netflix', 'Google employee lives in a truck in the parking lot', 'ハンドメイズ・テイル／侍女の物語', 'iOS 12 Preview - Apple', 'Audio Hijack: Record Any Audio on MacOS', 'Handoff for Developers - Apple Developer', 'Apple is rebuilding Maps from the ground up', 'Waze', 'I talked to Google’s Duplex voice assistant', 'Expensify sent images with personal data to Mechanical Turkers', 'Google Podcasts launches for Android', 'Seth Rogen Rips Twitter CEO Over White Supremacists’ Verified Accounts', 'Hangouts Chat', 'EU wants to require platforms to filter uploaded content | The GitHub Blog', 'mayuko', 'AbemaTVトーナメント Inspired by 羽生善治', 'HiTBiT', 'テクスト', 'nh7a/hiragany', 'World Cup 2026m', 'Best Old School MLS Shootouts', 'Ocasio-Cortez Upsets Crowley in New York Democratic Primary']",213: Open-Plan Jail (N)
Jul 18-2018,"['basuke', 'miyagawa']",2:14:48,"['iCloud for Windows', 'Get iTunes - Microsoft Store', 'Living with the new 15-inch MacBook Pro', ""iPhone, iPad, Mac Buyer's Guide: Know When to Buy"", 'Apple’s True Tone technology will work with a few external displays', 'How to use voicemail transcripts on iPhone', 'Web Inspector: open source Dark Mode', 'Dominic Giampaoloe', '京極夏彦氏が一挙公開、ルビと禁則処理の法則', 'Apple Event sandboxing in macOS Mojave lacks essential APIs', 'Introducing Network.framework: A modern alternative to Sockets - WWDC 2018', 'Optimizing Your App for Today’s Internet - WWDC 2018', 'Elm', 'Elmで電卓を実装してみる : Part 1 – Basuke’s Blog', 'React Native for Web', 'Trip report: Summer ISO C++ standards meeting', 'Compile time sudoku', 'WebKit Team', 'Igalia:\xa0WPE', 'WebKit on PS4', 'Moddable', 'OASIS MQTT', 'バララッシュ | 福島 聡', 'MUJIN 無尽 | 岡田屋鉄蔵', 'ちひろさん | 安田弘之']",214: Can't Escape From Perl (basuke)
Jul 23-2018,"['hak', 'miyagawa']",1:18:41,"[""Rebuild: 214: Can't Escape From Perl (basuke)"", 'MacBook Pro 15 (2018) - Beware the Core i9', 'Video raises concerns about excessive thermal throttling on 2018 MacBook Pro w/ Intel Core i9', 'Intel Amber Lake CPU leak hints at speeds for Apple’s 2018 12"" MacBook', 'Martin Ashton leaves Intel and joins AMD Radeon team', 'Rebuild: 63: Wanko Soba Chip (naan, hak)', 'Intel Stock Downgraded', 'ARCore Overview', 'ARCore Cloud Anchors', 'ARWorldMap - ARKit', 'Codename: Niantic Occlusion', 'Just a Line - Draw Anywhere, with AR', '東のエデン', 'Nvidia, Oculus, Microsoft, AMD and Valve agree on new one-cable USB-C VR standard', 'Accessories & Parts | Oculus Go']",215: The Hottest Summer in the World (hak)
Jul 27-2018,"['hak', 'miyagawa']",1:03:52,"['Superdry', '『ダンジョンメーカー』の戦術が変わるVer1.4アップデート', ""Rebuild: Aftershow 210: Don't Install This Game (hak)"", '勇者のくせになまいきだ。', ""Epic Games' Fortnite"", 'Fortnite cross-platform crossplay guide', 'Epic Games raise Unreal Engine Marketplace kickbacks because of Fortnite', 'Godzilla: City on the Edge of Battle', 'Godzilla: King of the Monsters - Official Trailer 1', 'Flamingo, one of the best Twitter clients on Android, is dead', 'スタートボタンを押してください\u3000ゲームＳＦ傑作選', 'プログラミングに意欲燃やす本田圭佑が「Github」に登録', 'Life is Tech !', 'FTC Letter Indicates Void Warranty Language on Video Game Consoles Is Illegal', 'Rebuild: Supporter']",Aftershow 215: 2TB USB Drive (hak)
Aug 15-2018,"['N', 'miyagawa']",2:37:02,"['サマータイム', 'Qatar World Cup 2022: FIFA confirms November start date, December final', ""Emacs release schedule and Akihito's abdication"", 'Minguo calendar', '2018 Courses | Stanford Summer Session', 'Rebuild: Supporter', 'Rebuild Podcast | Patreon', 'Stripe Billing', 'Upstream - Breaker', 'Anchor launches Listener Support feature to help podcasters get paid', 'Marco Arment: Next version of Overcast', 'Alex Jones suspended by Twitter for one week', '目玉焼きの黄身 いつつぶす? 1']",216: Russian Meddling (N)
Sep 02-2018,"['higepon', 'miyagawa']",1:32:43,"['平成30年7月豪雨', 'multiuser FaceTime 5.0 for macOS Mojave', 'Rebuild Podcast | Patreon', 'まるおの成長日記', 'I’m Pino the Double Doodle (@pinodood)', 'Philips | Meet Hue', 'Compatibility & protocols - IKEA', 'Rebuild: 202: AI versus AI (yuka)', 'SF’s proposed employee cafeteria ban not to everyone’s tastes', 'Twitter tax break', '今年もFastly Yamagoya Meetup 2018 を2018年10月24日（水）に開催します', '清田いちる@bouncy＆FGO＆ダンス＆ドルフロ (@kotoripiyopiyo)', 'カメラを止めるな！', 'One Cut of the Dead | Japan Film Festival of San Francisco', 'CRAZY RICH ASIANS', 'Star Wars actress Kelly Marie Tran deletes Instagram posts after abuse', 'クレイジー・リッチ！', '2019年春「はてなダイアリー」終了のお知らせ', '「日本人にはBlogより日記」、はてなの人気に迫る - CNET Japan', 'さくらプロダクション', 'もものかんづめ', '海外志向と遠回り ─ 20年近くかけて少しずつやりたいことに近づいたソフトウェアエンジニアの生存戦略', 'ZOZO | Clothing custom-fit to you', 'Auto Layout Guide: Understanding Auto Layout', 'Build a Responsive UI with ConstraintLayout', 'みんなで筋肉体操 - NHK', 'PUBG MOBILE', 'Fortnite', 'Fortnite on Android: Tim Sweeney discusses clones, payment and timing', 'ドラゴンクエストビルダーズ']",217: Socially Awkward Hip-hop (higepon)
